,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,EISENHOWER NHS,260,"61,210",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
162,TUSKEGEE AIRMEN NHS,261,"60,827",0.02%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
163,TONTO NM,262,"60,497",0.02%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
164,ANDREW JOHNSON NHS,263,"60,323",0.02%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
165,PIPE SPRING NM,264,"59,952",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
166,WHITMAN MISSION NHS,265,"58,521",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
167,HOPEWELL FURNACE NHS,267,"55,750",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
168,CHIRICAHUA NM,268,"55,436",0.02%,AZ,IM,11132.38,0.0,850.0,11982.38,0.0,2.35,2.35,11984.73,198,32.0135714,-109.3422953
169,SAGAMORE HILL NHS,270,"55,149",0.02%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
170,DRY TORTUGAS NP,271,"53,890",0.02%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
171,ELEANOR ROOSEVELT NHS,272,"53,067",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
172,EL MORRO NM,273,"52,566",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
173,ROGER WILLIAMS NMEM,274,"51,559",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
174,MOORES CREEK NB,275,"51,326",0.02%,NC,SE,85.35,2.4,0.0,87.75,0.0,0.0,0.0,87.75,55,34.457789700000006,-78.109585
175,CAPULIN VOLCANO NM,277,"48,580",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
176,BIG HOLE NB,279,"44,771",0.02%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
177,FREDERICK DOUGLASS NHS,280,"44,699",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
178,CHARLES PINCKNEY NHS,281,"44,081",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
179,MINUTEMAN MISSILE NHS,284,"42,348",0.02%,SD,MW,10.57,0.78,0.0,11.35,0.0,3.65,3.65,15.0,43,43.844547,-101.9011854
180,TUMACACORI NHP,286,"39,866",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
181,LAKE CHELAN NRA,287,"39,249",0.01%,WA,PW,59333.21,11.83,0.0,59345.04,2209.03,394.63,2603.66,61948.7,80,48.352344,-120.68557709999999
182,BLUESTONE NSR,288,"37,790",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
183,AZTEC RUINS NM,289,"37,437",0.01%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
184,JOHN MUIR NHS,291,"34,904",0.01%,CA,PW,335.99,0.0,0.0,335.99,6.93,1.94,8.87,344.86,227,37.99216759999999,-122.13097040000001
185,ARKANSAS POST NMEM,292,"34,712",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
186,CHACO CULTURE NHP,293,"34,226",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
187,HOPEWELL CULTURE NHP,294,"33,918",0.01%,OH,MW,947.17,8.05,0.0,955.22,0.11,215.08,215.19,1170.41,81,39.376106400000005,-83.00650970000001
188,PECOS NHP,295,"33,864",0.01%,NM,IM,6355.19,33.35,0.0,6388.54,22.36,291.86,314.22,6702.76,155,35.549232399999994,-105.68844440000001
189,MONOCACY NB,296,"33,313",0.01%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
190,FRIENDSHIP HILL NHS,299,"32,562",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
191,HAMPTON NHS,300,"32,153",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
192,BENT'S OLD FORT NHS,305,"29,120",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
193,KALAUPAPA NHP,306,"27,919",0.01%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
194,HARRY S TRUMAN NHS,307,"27,670",0.01%,MO,MW,10.49,0.0,0.0,10.49,0.0,0.0,0.0,10.49,225,39.093754,-94.4233898
195,BUCK ISLAND REEF NM,309,"27,403",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
196,HOVENWEEP NM,310,"27,386",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
197,CANE RIVER CREOLE NHP,312,"25,115",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
198,NORTH CASCADES NP,314,"24,659",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
199,CLARA BARTON NHS,315,"23,741",0.01%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
200,RUSSELL CAVE NM,316,"23,374",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
201,TUSKEGEE INSTITUTE NHS,317,"23,230",0.01%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
202,WOMEN'S RIGHTS NHP,318,"22,662",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
203,GRANT-KOHRS RANCH NHS,319,"22,075",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
204,MARTIN VAN BUREN NHS,324,"21,055",0.01%,NY,NE,21.07,18.24,0.0,39.31,0.24,245.38,245.62,284.93,201,42.36978250000001,-73.70417420000001
205,FOSSIL BUTTE NM,325,"19,700",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
206,SPRINGFIELD ARMORY NHS,331,"16,876",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
207,EDGAR ALLAN POE NHS,332,"16,584",0.01%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
208,ISLE ROYALE NP,334,"15,793",0.01%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
209,WASHITA BATTLEFIELD NHS,337,"12,552",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
210,AGATE FOSSIL BEDS NM,338,"12,509",0.00%,NE,MW,2270.33,469.84,0.0,2740.17,24.43,293.27,317.7,3057.87,10,42.425210299999996,-103.7342402
211,SAUGUS IRON WORKS NHS,341,"10,775",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
212,FIRST LADIES NHS,345,"8,766",0.00%,OH,MW,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.33,203,40.797618,-81.37534099999998
213,THOMAS STONE NHS,347,"6,004",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
214,SAND CREEK MASSACRE NHS,349,"4,063",0.00%,CO,IM,2385.43,0.0,0.0,2385.43,640.0,9557.91,10197.91,12583.34,210,38.5447972,-102.50380009999999
215,NICODEMUS NHS,350,"3,448",0.00%,KS,MW,0.17,0.0,0.0,0.17,0.0,4.43,4.43,4.6,170,39.39323419999999,-99.6147017
216,FREDERICK LAW OLMSTED NHS,351,"3,285",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
217,KOBUK VALLEY NP,353,"3,164",0.00%,AK,A,1713517.98,5.0,0.0,1713522.98,966.0,36186.95,37152.95,1750675.93,0,67.33561970000001,-159.1243161
218,CAPE KRUSENSTERN NM,357,"2,521",0.00%,AK,A,616319.24,10133.54,0.0,626452.78,438.0,22191.42,22629.42,649082.2,20,67.12805560000001,-163.74527780000003
219,EUGENE O'NEILL NHS,358,"2,445",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
