,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,CUMBERLAND ISLAND NS,258,"61,401",0.02%,GA,SE,18866.37,1.63,656.92,19524.92,13820.15,3001.76,16821.91,36346.83,38,30.8659411,-81.45052940000001
162,ELEANOR ROOSEVELT NHS,260,"60,456",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
163,SARATOGA NHP,261,"58,773",0.02%,NY,NE,2911.13,2.04,0.0,2913.17,59.18,437.32,496.5,3409.67,180,43.01230820000001,-73.6488883
164,WHITMAN MISSION NHS,262,"58,499",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
165,EISENHOWER NHS,263,"58,240",0.02%,PA,NE,687.37,3.09,0.0,690.46,0.0,0.0,0.0,690.46,192,39.79391079999999,-77.26331590000001
166,PIPE SPRING NM,265,"56,484",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
167,MONOCACY NB,266,"56,187",0.02%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
168,RIVER RAISIN NBP,267,"55,281",0.02%,MI,MW,42.18,0.0,0.0,42.18,0.0,0.0,0.0,42.18,35,41.9112005,-83.37672649999998
169,AFRICAN BURIAL GROUND NM,268,"54,861",0.02%,NY,NE,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.35,202,40.7145049,-74.0043973
170,CHARLES PINCKNEY NHS,270,"53,486",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
171,ROGER WILLIAMS NMEM,272,"51,523",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
172,THOMAS EDISON NHP,273,"51,344",0.02%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
173,CAPULIN VOLCANO NM,274,"50,892",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
174,HOPEWELL FURNACE NHS,277,"48,105",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
175,EL MORRO NM,279,"46,256",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
176,FREDERICK DOUGLASS NHS,281,"45,492",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
177,CHIRICAHUA NM,282,"45,125",0.02%,AZ,IM,11172.38,0.0,850.0,12022.38,0.0,2.35,2.35,12024.73,198,32.0135714,-109.3422953
178,AZTEC RUINS NM,283,"44,721",0.02%,NM,IM,266.78,0.0,0.0,266.78,6.78,44.84,51.62,318.4,127,36.837208600000004,-108.00009299999999
179,ANDREW JOHNSON NHS,285,"42,863",0.01%,TN,SE,16.68,0.0,0.0,16.68,0.0,0.0,0.0,16.68,86,36.1627802,-82.8294485
180,JOHN MUIR NHS,287,"41,535",0.01%,CA,PW,338.3,0.0,0.0,338.3,3.9,1.94,5.84,344.14,227,37.99216759999999,-122.13097040000001
181,BLUESTONE NSR,291,"38,450",0.01%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
182,CHACO CULTURE NHP,292,"38,386",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
183,PECOS NHP,293,"38,256",0.01%,NM,IM,6365.18,0.0,0.0,6365.18,52.74,284.84,337.58,6702.76,155,35.549232399999994,-105.68844440000001
184,TUMACACORI NHP,294,"38,017",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
185,BIG HOLE NB,296,"36,987",0.01%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
186,HOPEWELL CULTURE NHP,297,"36,432",0.01%,OH,MW,1138.3,8.05,0.0,1146.35,0.11,618.8,618.91,1765.26,81,39.376106400000005,-83.00650970000001
187,TONTO NM,298,"36,360",0.01%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
188,NEW ORLEANS JAZZ NHP,299,"36,017",0.01%,LA,SE,0.0,0.0,0.0,0.0,5.13,0.0,5.13,5.13,104,29.958455800000003,-90.06078959999998
189,LAKE CHELAN NRA,300,"35,360",0.01%,WA,PW,59339.59,11.83,0.0,59351.42,2209.93,388.13,2598.06,61949.48,80,48.352344,-120.68557709999999
190,BUCK ISLAND REEF NM,301,"34,400",0.01%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
191,FRIENDSHIP HILL NHS,302,"34,317",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
192,WEIR FARM NHS,303,"34,082",0.01%,CT,NE,68.05,0.0,0.0,68.05,0.0,6.15,6.15,74.2,147,41.2565181,-73.45640230000002
193,HAMPTON NHS,304,"32,498",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
194,ARKANSAS POST NMEM,307,"30,860",0.01%,AR,MW,649.91,0.0,14.0,663.91,0.0,93.6,93.6,757.51,49,34.0210974,-91.34788509999998
195,WOMEN'S RIGHTS NHP,309,"30,254",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
196,HARRY S TRUMAN NHS,310,"29,364",0.01%,MO,MW,12.59,0.0,0.0,12.59,0.0,0.0,0.0,12.59,225,39.093754,-94.4233898
197,CANE RIVER CREOLE NHP,311,"28,981",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
198,HOVENWEEP NM,313,"26,808",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
199,BENT'S OLD FORT NHS,318,"24,555",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
200,TUSKEGEE AIRMEN NHS,319,"24,319",0.01%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
201,NORTH CASCADES NP,320,"23,865",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
202,HAMILTON GRANGE NMEM,325,"20,943",0.01%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.0,0.0,1.04,228,40.8213537,-73.9473103
203,SPRINGFIELD ARMORY NHS,326,"20,595",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
204,GRANT-KOHRS RANCH NHS,327,"20,565",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
205,CLARA BARTON NHS,328,"20,028",0.01%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
206,SAGAMORE HILL NHS,329,"19,319",0.01%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
207,MARTIN VAN BUREN NHS,330,"19,187",0.01%,NY,NE,44.53,7.64,0.0,52.17,0.24,232.52,232.76,284.93,201,42.36978250000001,-73.70417420000001
208,RUSSELL CAVE NM,331,"18,530",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
209,FOSSIL BUTTE NM,334,"16,623",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
210,FIRST LADIES NHS,337,"15,326",0.01%,OH,MW,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,203,40.797618,-81.37534099999998
211,ISLE ROYALE NP,338,"14,560",0.00%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
212,EDGAR ALLAN POE NHS,340,"13,701",0.00%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
213,WASHITA BATTLEFIELD NHS,341,"13,186",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
214,AGATE FOSSIL BEDS NM,343,"12,440",0.00%,NE,MW,2270.33,459.75,0.0,2730.08,24.43,303.36,327.79,3057.87,10,42.425210299999996,-103.7342402
215,TUSKEGEE INSTITUTE NHS,344,"11,786",0.00%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
216,SAUGUS IRON WORKS NHS,347,"11,181",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
217,FREDERICK LAW OLMSTED NHS,354,"8,667",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
218,SAND CREEK MASSACRE NHS,355,"7,402",0.00%,CO,IM,2385.43,0.0,0.0,2385.43,640.0,9557.91,10197.91,12583.34,210,38.5447972,-102.50380009999999
219,THOMAS STONE NHS,357,"5,843",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
220,NICODEMUS NHS,360,"3,374",0.00%,KS,MW,0.22,0.87,0.0,1.09,0.0,3.5,3.5,4.59,170,39.39323419999999,-99.6147017
221,EUGENE O'NEILL NHS,361,"3,202",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
