,ParkName,Rank,Value,PercentOfTotal,State,Region,NPS Fee Acres,NPS Less Than Fee Acres,Other Federal Fee Acres,Subtotal Federal Acres,Other Public Acres,Private Acres,Subtotal Non-Federal Acres,Gross Area Acres,Unnamed: 0,latitude,longitude
161,CHIRICAHUA NM,257,"60,851",0.02%,AZ,IM,11132.38,0.0,850.0,11982.38,0.0,2.35,2.35,11984.73,198,32.0135714,-109.3422953
162,TONTO NM,258,"60,534",0.02%,AZ,IM,1120.0,0.0,0.0,1120.0,0.0,0.0,0.0,1120.0,56,33.6452781,-111.1126846
163,TUSKEGEE AIRMEN NHS,261,"58,417",0.02%,AL,SE,44.71,0.0,0.0,44.71,0.4,44.57,44.97,89.68,108,32.4572441,-85.680363
164,ELEANOR ROOSEVELT NHS,264,"54,393",0.02%,NY,NE,180.5,0.0,0.0,180.5,0.0,0.0,0.0,180.5,99,41.763138899999994,-73.89909759999998
165,SAGAMORE HILL NHS,266,"53,800",0.02%,NY,NE,83.02,0.0,0.0,83.02,0.0,0.0,0.0,83.02,75,40.88552929999999,-73.5010296
166,HOPEWELL FURNACE NHS,267,"53,186",0.02%,PA,NE,848.06,0.0,0.0,848.06,0.0,0.0,0.0,848.06,156,40.209726700000004,-75.7691263
167,WHITMAN MISSION NHS,268,"52,605",0.02%,WA,PW,138.53,0.0,0.0,138.53,0.0,0.0,0.0,138.53,79,46.04132509999999,-118.46391770000001
168,DRY TORTUGAS NP,269,"52,011",0.02%,FL,SE,61481.22,0.0,0.0,61481.22,3220.0,0.0,3220.0,64701.22,76,24.628477,-82.87318739999998
169,CAPULIN VOLCANO NM,271,"50,935",0.02%,NM,IM,792.84,0.0,0.0,792.84,0.0,0.0,0.0,792.84,146,36.7810744,-103.9695127
170,NINETY SIX NHS,272,"50,689",0.02%,SC,SE,1021.94,0.0,0.0,1021.94,0.0,0.0,0.0,1021.94,162,34.146721899999996,-82.0235684
171,ROGER WILLIAMS NMEM,273,"50,397",0.02%,RI,NE,4.56,0.0,0.0,4.56,0.0,0.0,0.0,4.56,224,41.831331799999994,-71.41074029999999
172,BIG HOLE NB,274,"49,822",0.02%,MT,PW,655.61,0.0,0.0,655.61,0.0,355.0,355.0,1010.61,151,45.6413441,-113.6434203
173,PIPE SPRING NM,275,"49,433",0.02%,AZ,IM,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,158,36.862891299999994,-112.7397318
174,EL MORRO NM,276,"48,245",0.02%,NM,IM,1039.92,0.0,0.0,1039.92,0.0,238.8,238.8,1278.72,67,35.03963579999999,-108.3450813
175,BUCK ISLAND REEF NM,277,"47,341",0.02%,VI,SE,880.0,0.0,18135.47,19015.47,0.0,0.0,0.0,19015.47,163,17.787094600000003,-64.62061059999999
176,BLUESTONE NSR,278,"45,904",0.02%,WV,NE,3032.0,0.0,0.0,3032.0,1236.0,41.51,1277.51,4309.51,23,37.3981898,-81.167565
177,FREDERICK DOUGLASS NHS,280,"43,483",0.02%,DC,NC,8.57,0.0,0.0,8.57,0.0,0.0,0.0,8.57,123,38.8632895,-76.9851973
178,CHARLES PINCKNEY NHS,281,"43,447",0.02%,SC,SE,28.45,0.0,0.0,28.45,0.0,0.0,0.0,28.45,184,32.8455749,-79.82395989999998
179,TUMACACORI NHP,286,"40,637",0.01%,AZ,IM,357.74,0.0,0.0,357.74,0.64,1.94,2.58,360.32,149,31.56781969999999,-111.0510277
180,HAMPTON NHS,287,"39,334",0.01%,MD,NE,62.04,0.0,0.0,62.04,0.0,0.0,0.0,62.04,183,39.416328899999996,-76.58763189999998
181,AZTEC RUINS NM,290,"38,234",0.01%,NM,IM,257.33,0.0,0.0,257.33,6.78,53.69,60.47,317.8,127,36.837208600000004,-108.00009299999999
182,CHACO CULTURE NHP,292,"37,376",0.01%,NM,IM,32840.14,0.0,0.0,32840.14,0.0,1120.05,1120.05,33960.19,172,36.05299979999999,-107.955924
183,MINUTEMAN MISSILE NHS,293,"36,777",0.01%,SD,MW,10.57,0.78,0.0,11.35,0.0,3.65,3.65,15.0,43,43.844547,-101.9011854
184,LAKE CHELAN NRA,295,"34,554",0.01%,WA,PW,59333.21,11.83,0.0,59345.04,2209.03,394.63,2603.66,61948.7,80,48.352344,-120.68557709999999
185,MONOCACY NB,296,"34,553",0.01%,MD,NC,1354.87,195.37,0.0,1550.24,51.82,44.95,96.77,1647.01,179,39.3725838,-77.39898199999998
186,PECOS NHP,297,"34,522",0.01%,NM,IM,6355.19,0.0,0.0,6355.19,22.36,291.86,314.22,6669.41,155,35.549232399999994,-105.68844440000001
187,JOHN MUIR NHS,298,"34,516",0.01%,CA,PW,335.99,0.0,0.0,335.99,6.93,1.94,8.87,344.86,227,37.99216759999999,-122.13097040000001
188,HOPEWELL CULTURE NHP,299,"34,179",0.01%,OH,MW,947.17,8.05,0.0,955.22,0.0,215.08,215.08,1170.3,81,39.376106400000005,-83.00650970000001
189,ARKANSAS POST NMEM,300,"32,160",0.01%,AR,MW,649.91,0.0,0.0,649.91,0.0,107.6,107.6,757.51,49,34.0210974,-91.34788509999998
190,FRIENDSHIP HILL NHS,301,"31,454",0.01%,PA,NE,661.44,0.0,0.0,661.44,0.0,13.12,13.12,674.56,199,39.777614899999996,-79.9314768
191,TUSKEGEE INSTITUTE NHS,302,"31,360",0.01%,AL,SE,7.9,1.02,0.0,8.92,0.0,49.0,49.0,57.92,136,32.428134899999996,-85.7052446
192,KALAUPAPA NHP,304,"30,654",0.01%,HI,PW,22.88,0.0,0.0,22.88,10684.0,72.0,10756.0,10778.88,26,21.1924062,-156.9665093
193,HARRY S TRUMAN NHS,307,"28,384",0.01%,MO,MW,10.49,0.0,0.0,10.49,0.0,0.0,0.0,10.49,225,39.093754,-94.4233898
194,BENT'S OLD FORT NHS,308,"28,131",0.01%,CO,IM,735.6,0.0,0.0,735.6,7.4,55.8,63.2,798.8,200,38.0404268,-103.4295033
195,HOVENWEEP NM,309,"27,855",0.01%,CO-UT,IM,784.93,0.0,0.0,784.93,0.0,0.0,0.0,784.93,122,37.383762299999994,-109.0726022
196,CANE RIVER CREOLE NHP,311,"27,411",0.01%,LA,SE,62.39,0.0,0.0,62.39,4.64,138.47,143.11,205.5,29,31.665269300000002,-93.00336379999999
197,THOMAS EDISON NHP,313,"27,061",0.01%,NJ,NE,21.25,0.0,0.0,21.25,0.0,0.0,0.0,21.25,189,40.783997799999995,-74.2340291
198,NORTH CASCADES NP,314,"26,972",0.01%,WA,PW,504654.18,0.0,0.0,504654.18,0.0,126.76,126.76,504780.94,47,48.7718174,-121.2984648
199,RUSSELL CAVE NM,315,"24,087",0.01%,AL,SE,310.45,0.0,0.0,310.45,0.0,0.0,0.0,310.45,45,34.9764537,-85.81425709999998
200,MARTIN VAN BUREN NHS,317,"23,216",0.01%,NY,NE,21.07,18.24,0.0,39.31,0.24,245.38,245.62,284.93,201,42.36978250000001,-73.70417420000001
201,WOMEN'S RIGHTS NHP,320,"20,620",0.01%,NY,NE,7.03,0.09,0.0,7.12,0.1,0.22,0.32,7.44,32,42.910773,-76.800178
202,GRANT-KOHRS RANCH NHS,321,"20,099",0.01%,MT,IM,1325.83,165.63,0.0,1491.46,69.47,57.45,126.92,1618.38,33,46.406069,-112.736682
203,FOSSIL BUTTE NM,325,"18,693",0.01%,WY,IM,8198.0,0.0,0.0,8198.0,0.0,0.0,0.0,8198.0,165,41.85818039999999,-110.76588670000001
204,SPRINGFIELD ARMORY NHS,326,"17,779",0.01%,MA,NE,20.32,0.28,0.0,20.6,34.33,0.0,34.33,54.93,39,42.1072695,-72.58157380000002
205,EDGAR ALLAN POE NHS,327,"17,463",0.01%,PA,NE,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.52,91,39.962057,-75.14998100000001
206,ISLE ROYALE NP,331,"14,653",0.01%,MI,MW,539281.87,0.0,0.0,539281.87,32508.24,0.0,32508.24,571790.11,148,47.9958654,-88.9092899
207,AGATE FOSSIL BEDS NM,334,"12,694",0.00%,NE,MW,2270.33,469.84,0.0,2740.17,24.43,293.27,317.7,3057.87,10,42.425210299999996,-103.7342402
208,CLARA BARTON NHS,337,"10,986",0.00%,MD,NC,8.59,0.0,0.0,8.59,0.0,0.0,0.0,8.59,188,38.967247799999996,-77.14078099999998
209,SAUGUS IRON WORKS NHS,338,"10,529",0.00%,MA,NE,8.51,0.0,0.0,8.51,0.0,0.0,0.0,8.51,84,42.4679503,-71.00812719999998
210,WASHITA BATTLEFIELD NHS,339,"10,527",0.00%,OK,IM,312.2,0.0,0.0,312.2,3.0,0.0,3.0,315.2,141,35.6199266,-99.70515470000001
211,FIRST LADIES NHS,340,"10,466",0.00%,OH,MW,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.33,203,40.797618,-81.37534099999998
212,THOMAS STONE NHS,346,"6,268",0.00%,MD,NE,321.97,0.0,0.0,321.97,0.0,6.28,6.28,328.25,130,38.530233,-77.0360161
213,FREDERICK LAW OLMSTED NHS,347,"5,007",0.00%,MA,NE,7.06,0.15,0.0,7.21,0.0,0.0,0.0,7.21,160,42.3254659,-71.1320319
214,EUGENE O'NEILL NHS,348,"3,783",0.00%,CA,PW,13.19,0.0,0.0,13.19,0.0,0.0,0.0,13.19,131,37.825922600000006,-122.02727320000001
215,NICODEMUS NHS,351,"2,978",0.00%,KS,MW,0.17,0.0,0.0,0.17,0.0,4.43,4.43,4.6,170,39.39323419999999,-99.6147017
216,KOBUK VALLEY NP,355,"1,879",0.00%,AK,A,1713522.98,5.0,0.0,1713527.98,896.0,36292.52,37188.52,1750716.5,0,67.33561970000001,-159.1243161
217,CAPE KRUSENSTERN NM,356,"1,810",0.00%,AK,A,616319.24,10133.54,0.0,626452.78,438.0,22191.42,22629.42,649082.2,20,67.12805560000001,-163.74527780000003
218,HAMILTON GRANGE NMEM,359,150,0.00%,NY,NE,0.11,0.93,0.0,1.04,0.0,0.0,0.0,1.04,228,40.8213537,-73.9473103
